"","L4","Vip","Lamp5","L5 NP","Sst","L5 IT","Oligo","L6 PT","L6 IT","Sncg","Pvalb","L2/3 IT","Astro","L5 PT","L6b","Endo","Peri","Meis2","Macrophage","CR","VLMC","SMC"
"1105",0,0.545020195103915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139595792475667,0,0
"1107",0,0,0.2499995922875,0.180901752948928,0,0,0.142966995222108,0,0,0,0,0,0.126240816406379,0,0,0,0,0,0,0,0,0
"1108",0.166436333609588,0,0,0,0,0.228510679849524,0,0,0,0,0,0.126226408484517,0,0,0,0,0,0,0,0,0,0.223670773975
"1109",0,0,0.249933956875,0,0,0,0,0,0,0,0,0.469213167478563,0,0,0,0,0,0,0,0,0,0
"1110",0,0,0.20143410908624,0,0,0.125499202843858,0,0.1630304980125,0,0,0,0,0,0.126629588165606,0,0,0,0,0,0,0,0
"1111",0,0,0.2491219923,0,0,0.236103725469543,0,0,0,0,0,0.144420874279228,0.12687834950716,0,0,0,0,0,0,0,0,0
"1112",0,0,0.209329608466584,0,0,0,0,0.127040240645808,0,0.128287469362245,0,0,0,0,0,0,0,0,0,0,0,0
"1113",0.144241247497375,0,0,0,0,0,0,0,0,0,0,0.51796178052512,0,0,0,0,0,0,0,0,0,0
"1114",0,0,0.2499998639,0,0,0.165540519447481,0,0,0,0,0,0.349936594450212,0,0,0,0,0,0,0,0,0,0
"1116",0,0,0,0,0,0,0,0,0,0,0,0.697651931320499,0,0,0,0,0,0,0,0,0,0
"1117",0.143880171381105,0,0,0,0,0,0,0,0,0,0,0.34815067481579,0,0,0,0,0,0,0.126075975141057,0,0,0
"1118",0,0,0,0,0,0,0,0,0.127185840677105,0,0,0.349892928096858,0,0,0,0,0,0,0,0,0.129459775666738,0
"1142",0,0,0.249812513025,0,0,0,0,0,0,0,0,0.361587670992792,0,0,0,0,0,0,0,0,0.129007437526785,0
"1143",0,0,0,0,0,0,0,0,0,0,0,0.397479348477526,0,0.218228046082251,0,0,0,0,0,0,0,0
"1144",0,0,0,0,0,0.125426040777376,0,0.301710022491553,0,0,0,0.210577194519668,0,0,0,0,0,0,0,0,0,0
"1145",0,0,0,0,0,0,0,0.212484166319888,0,0,0,0.258838574531123,0,0,0,0,0,0,0,0,0,0
"1146",0,0,0,0,0,0,0,0,0,0,0,0.498437429798417,0,0.20293156734143,0,0,0,0,0,0,0,0
"1147",0,0,0.2350855330625,0,0,0.125925133151917,0,0,0,0,0,0.369827384175979,0,0,0,0,0,0,0,0,0,0
"1148",0,0,0,0.201887704150379,0.125024057612052,0,0,0,0.132489419627494,0,0,0.1515238339125,0,0,0,0,0,0,0,0,0,0
"1149",0,0,0,0,0,0,0.126992645305877,0,0,0,0,0.289202249485715,0,0.202415690784624,0,0,0,0,0,0,0,0
"1150",0,0,0,0,0,0,0,0.376397013680724,0.125713890924968,0,0,0.1395514208125,0,0,0,0,0,0,0,0,0,0
"1151",0,0.125867262886198,0,0,0,0,0,0.167518973977322,0.203278355364807,0,0,0.1407593682,0,0,0,0,0,0,0,0,0,0
"1152",0,0,0,0,0,0,0,0,0,0,0,0.649017737625384,0,0,0,0,0,0,0,0,0,0
"1153",0,0,0.367796102752059,0.126629588165606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125285475926063
"1176",0,0,0,0,0,0.166214912164085,0,0,0.211028600369203,0,0,0.155221948125,0,0,0,0,0,0,0,0,0,0.129238312671237
"1178",0,0,0.126164100136368,0,0,0.217073893422802,0,0,0,0,0,0.324080700067393,0,0,0,0,0,0,0,0,0,0
"1179",0,0,0.2499999657,0,0,0,0,0,0,0,0,0.401643721498376,0,0,0,0.126711514508722,0,0,0,0,0,0
"1180",0,0,0.209058751175,0,0,0.319482850208747,0,0.12557851488546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1181",0,0,0,0.219502234758535,0,0,0,0.27420038524023,0,0,0,0,0,0.126427948025989,0,0,0,0,0,0,0,0
"1182",0.143698727785577,0,0.2491900433625,0,0,0.350401949168237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1183",0,0,0.2485126663625,0,0.126442002947474,0,0,0,0,0,0,0.396128740652428,0,0,0,0,0,0,0,0,0,0
"1184",0,0,0,0,0,0,0,0.312604682249526,0,0,0,0.343470790429251,0,0,0,0,0,0,0,0,0,0
"1186",0,0,0,0.1785831736125,0,0,0,0,0,0,0,0.341031410766415,0,0.12557851488546,0,0,0,0,0,0,0,0
"1187",0,0,0,0,0,0.197601081006671,0,0,0.125532815507868,0,0,0,0.127040240645808,0,0,0,0,0,0,0,0,0
"1188",0,0,0,0,0,0.163176685488672,0.128702831056435,0,0.370848448214199,0,0,0,0,0,0,0,0,0,0,0,0,0
"1189",0,0,0,0,0,0.218940267435374,0,0.170554821825,0,0,0,0.144061012281625,0,0,0,0,0,0.133486827326874,0,0,0,0
